text,airline_sentiment
"['1', '1610', 'today', 'yy', 'bit', 'bag', 'issue', 'cleared', 'beautifully', 'thank', 'check']",positive
"['sounding', 'like', 'got', 'bitchslapped']",negative
"['tomorrow', 'flight', 'cancelled', 'flightlations', 'dfw', 'aa', 'flight', 'posted', '2424', '7am', 'lax']",negative
"['gate', 'agent', 'jan', 'l', 'phoenix', 'least', 'able', 'get', 'younger', 'daughter', 'seated', 'near', 'wife', 'thank']",positive
"['hold', 'international', 'award', 'reservation', 'almost', '2', 'hour', '8004337300', 'keep', 'calling', 'going']",negative
"['someone', 'actually', 'either', 'call', 'back', 'help', 'figure', 'getting', 'home']",negative
"['early', 'frontrunner', 'best', 'airline', 'oscars2016']",positive
"['get', 'home', '12']",negative
"['left', 'something', 'flight', 'ord', 'san', 'francisco', 'airport', 'earlier', 'today', 'believe', 'plane', 'back', 'ord', 'please', 'help']",neutral
"['hanging', 'customer', 'high', 'volume', 'customer', 'service', 'tried', 'resolve', 'via', 'still', 'waiting', 'bad', 'fail']",negative
"['told', 'would', 'emailed', 'received', 'anything', 'yet', 'followup']",negative
"['good', 'catching', '1110p', 'flight', 'tonight', 'thanks', 'response']",positive
"['interestingagent', 'told', 'sadly', 'another', 'booked', 'passenger', 'make', 'gate', 'push', 'back', 'made']",negative
"['flight', 'cancelled', 'lighted', 'website', 'refers', '1800', '1800', 'hang', 'autorebooked', 'really', 'horrible', 'company']",negative
"['booked', 'aa3370', 'departing', 'jfk', '22515', 'booked', 'via', 'ba', 'want', 'change', 'ff', 'aa', 'via', 'twitter']",neutral
"['sitting', 'bird', 'aa1457', '2', 'hr', 'dfw', 'tarmac', 'water', 'would', 'nice', 'manner']",negative
"['need', 'know', 'flight', 'cancelled', 'lighted', 'can', 'not', 'speak', 'anyone', 'help']",negative
"['calling', '4', 'hour', 'rescheduled', 'flight', 'dfw', 'due', 'weather', 'even', 'let', 'stay', 'hold']",negative
"['thanks', 'best', 'staying', 'night', 'dallas', 'new', 'trial', 'detroit', 'via', 'atlanta', 'tomorrow', 'assuming', 'cancelled', 'flightlations']",negative
"['customer', 'service', 'disgrace']",negative
"['gon', 'na', 'wonderful', 'job', 'thank']",positive
"['got', 'gate', 'time', 'watch', 'plane', 'push', 'back', '5', 'minute', 'needed', 'glad', 'were', 'relative', 'nearby']",negative
"['first', 'flight', 'cancelled', 'lighted', 'hold', '4', 'hour', 'need', 'information', 'getting', 'none', 'help']",negative
"['get', 'new', 'crystal', 'ball', 'cancelled', 'flight', 'flight', 'weather', 'hit', 'ebook', 'flight', 'looking', 'like', '2', 'night', 'hotel']",negative
"['yes', 'show', 'cancelled', 'lighted', 'amp', 'asks', 'contact', '800', 'number']",negative
"['thanks', 'really', 'open', '330', '7', 'pm', 'every', 'day', 'way', 'check', 'open', 'going', 'way', 'thanks']",positive
"['toby', 'hate', 'lol']",negative
"['than', 'replying', 'dm', 'sent']",positive
"['put', 'fact', 'gate', 'supervisor', 'tried', 'come', 'communicate', 'u']",negative
['anymore'],negative
"['need', 'change', 'flight', 'c', 'telling', 'can', 'not', 'take', 'call', 'can', 'not', 'change', 'online', 'please', 'help', 'flight', 'week']",negative
"['48', 'hour', 'still', 'bag', 'could', 'flown', 'costa', 'rica', 'back', 'gift', 'family', 'bag']",neutral
"['call', 'aa', 'can', 'not', 'even', 'get', 'goldman', 'help']",negative
"['lieslieslies', 'worst', 'travel', 'experience', 'life', 'day', '2', 'clothes', 'vac', 'lostluggage', 'unprofessional', 'pit', 'mia']",negative
"['tell', 'piece', 'shit', 'get', 'sucked', 'fly', 'exclusively', 'life']",negative
"['continued', 'contacting', 'phone', 'rep', '7', 'hour', 'still', 'unable', 'get', 'absurd', 'lived']",negative
"['probably', 'money', 'said', 'hell', 'lol']",neutral
"['dfw', 'gate', '16', 'bmi', 'agent', 'seriously', 'beyond', 'incompetent', 'never', 'flying', 'aa', 'avoided', 'fail', 'pathetic']",negative
"['going', 'speak', 'customer', 'service', 'airport', 'tomorrow', 'morning', 'see', 'option', 'need', 'flight', 'tomorrow']",neutral
"['get', 'status', 'update', 'flight', '1457', 'going', 'make', 'home', 'tonight']",neutral
"['folded', 'hand', 'hotel', 'thank']",positive
"['almost', '3', 'million', 'mile', 'w', 'loyal', 'u', 'r', 'going', 'reciprocal', 'joke']",negative
"['thank', 'holding', 'apologize', 'delay', 'answering', 'call', 'speak', 'representative', 'please', 'continue', 'hold']",negative
"['weather', 'involved']",negative
"['hold', '4', '12', 'hour', '3', 'diff', 'agent', 'w', 'different', 'information', 'frustrating', 'kept', 'getting', 'xfd']",negative
"['still', 'hold', 'wondering', '4', 'hour', '37', 'minute', 'counting', 'servicefail', 'onholdforever', 'suboptimal']",negative
"['never', 'seen', 'incompetence', 'gate', 'agent', 'year', 'business', 'travel', 'dfw', 'b16', 'gate', 'agent', 'need', 'training', 'new', 'job']",negative
"['say', 'change', 'can', 'not', 'made', 'online']",negative
"['status', 'flight', 'tuesday', 'dallas']",neutral
"['hey', 'cancelled', 'lighted', 'flight', 'can', 'not', 'get', 'someone', 'phone', 'ebook', '2', 'hour', 'wait', 'minimum', 'get', 'service']",negative
"['ft', '1261', 'tusdfw', 'wc', 'lga', 'tomorrow', 'cancelled', 'lighted', '4', 'hr', 'far', 'waiting', 'call', 'back', 'need', 'get', 'new', 'york', 'city']",negative
"['meal', 'also', 'u', 'company', 'care', 'customer', 'truly', 'disgraceful']",negative
"['far', 'best', 'example', 'worst', 'company']",negative
"['cost', 'day', 'vacation', '350', 'hotel', 'stay', 'day', 'dog', 'boarding', 'day', 'airport', 'parking']",negative
"['got', 'bag', 'morning', 'thanks']",positive
"['gon', 'na', 'wonderful', 'new', 'flight', 'booked', 'friendly', 'helpful', 'agent', 'stressful', 'day', 'thank']",positive
"['way', 'spoken', 'dfw', 'mia', 'employee', 'truly', 'disgusting', 'save', 'pain', 'fly', 'anyone', 'else']",negative
"['home', 'amp', '9hr', 'late', 'flight', 'thanks', 'service', 'centre', 'plan', 'involved', '4', 'flight', 'leg', 'across', 'na', '2', 'full', 'day']",negative
"['thanks', 'losing', 'bag', 'hard', 'care', 'bag', 'w', 'priority', 'why', 'cont', 'care', 'eps']",negative
"['ok', 'worry', 'thanks', 'straight', 'story', 'appreciated']",positive
"['thank', 'response', 'book', 'tried', 'aa', 'number', 'u', 'airway', 'number', 'time', 'pick']",neutral
"['destination', 'waiting', '2', 'hour', 'missing', 'second', 'flight', 'luggage', 'made', 'flight', 'though']",negative
"['flight', 'dallas', 'tuesday', 'going', 'cancelled', 'lighted', 'correct']",neutral
"['luggage', 'forgotmiahe', 'oscar', 'grinding', 'face', 'smiling', 'eye', 'heart', 'ribbon', 'heart', 'ribbon', 'heart', 'ribbon']",negative
"['cost', '1', 'day', 'vacation', '350', 'got', 'rude', 'woman', 'tell', 'go', 'another', 'country', 'figure', 'get']",negative
"['really', 'help', 'getting', 'ton', 'bad', 'publicity', 'right', 'willneverflywithyou']",negative
"['flight', 'number', '2386']",neutral
"['look', 'like', 'mistake']",neutral
"['lost', 'luggage', 'flight', 'yesterday', 'morning', 'miami', 'newyork', 'lga', 'response', 'luggage', '37', 'hr', 'ltr']",negative
"['wow', 'helpful']",positive
"['gate', 'get', 'plane']",neutral
"['take', 'care', 'please', 'thanks']",neutral
"['beautiful', 'photo', 'thx', 'would', 'marketing', 'dept', 'interested', 'buying']",positive
"['worry', 'swamped', 'know', 'dmy', 'back', 'thank']",neutral
"['made', 'worry', 'guy', 'good', 'tonight', 'even', 'put', 'flight', 'listclass']",positive
"['answering', 'fast', 'mean', 'hanging', 'every', 'call']",negative
"['least', 'automated', 'message', 'give', 'info', 'merger', 'w', 'another', 'airline', 'know', 'avoid']",negative
"['done', 'hope', 'offer', 'something']",neutral
"['2', 'hr', 'wait', 'became', '4', 'hr', 'one', 'all', 'claimed', 'sent', 'email', 'yeah', 'never', 'happened', 'flydelta']",negative
"['2', 'hr', 'wait', 'phone', 'worst', 'customer', 'service', 'b', 'trying', 'know', 'suitcase', 'way', 'face', 'steam', 'nose', 'angry']",negative
"['take', 'care', 'flight', 'screw', 'ups']",negative
"['who', 'n', 'thumb', 'experience', 'wa', 'reservation', 'service', 'tried', 'patient', 'rep', 'disconnect', 'aa', 'record', 'conv']",negative
"['info', 'cancelled', 'lighted', 'flight', '1046', 'tomorrow', 'morning', 'dfw', 'can', 'not', 'get', 'call', 'speak', 'anyone']",negative
['tick'],negative
"['fly', '1579', 'news']",neutral
"['thanks', 'info', 'super', 'large', 'passenger', 'extra', 'seat', 'mr', 'big', 'needed', 'one', 'sitting', 'already', 'customerservice']",negative
"['today', '6', 'yr', 'longer', 'preferred', 'airline']",negative
"['thanks', 'two', 'hour', 'go', 'flight', 'hotel', 'hang', 'dfw', 'travel', 'delay', 'aa', 'team']",negative
"['appreciate', 'system', 'busy', 'call', 'automated', 'system', 'hang', 'helpful']",negative
"['next', 'time', 'flight', 'cancelled', 'lighted', 'would', 'appreciate', 'indication', 'email', 'text', 'carrier', 'pigeon', 'app', 'even', 'warn', 'check']",negative
"['note', 'revoked']",negative
"['online', 'flight', 'notification']",neutral
"['platinum', 'flying', 'user', 'stranded', 'lt', 'answering', 'phone', 'ebook', 'please', 'help']",negative
"['aa951', 'são', 'paulo', 'taking', 'today', 'colleague', 'tell', 'u', 'thing']",negative
"['flight', '1388', 'tomorrow', '515', 'status', 'please', 'thanks']",neutral
"['can', 'not', 'change', 'flight', 'enough', 'operator', 'handle', 'call', 'unacceptable', 'americanairlines']",negative
"['lot', 'plate', 'flight', 'dealing', 'cancelled', 'flightlations', 'weather', 'tone', 'important', 'know', 'respond']",positive
"['flight', '654', 'delayed', 'flight', '409', 'sold', 'seat', 'flight', '0671', 'strand', 'phx', 'three', 'hour', 'thanks', 'memory', 'posting', 'face', 'face', 'steam', 'nose', 'unfounded', 'face', 'astonished', 'face', 'weary', 'face']",negative
"['paid', 'extra', 'seat', 'amp', 'monitor', 'work', 'aa111', 'refund', 'seat', 'conf', 'mdbeei', 'mcmullen']",negative
"['nice', 'would', 'helpful', 'flight', 'attendant', 'instead', 'rude', 'nasty', 'one', 'employ', 'whyareyouyelling']",negative
"['yes', 'however', 'seat', 'assign', 'u', 'day', 'never', 'together', 'want', 'sit', 'husband', 'impossible']",negative
['luck'],neutral
"['group', 'cancelled', 'flight', 'close', 'thousand', 'flight', 'monday']",neutral
"['almost', '3', 'day', 'still', 'frozen', 'thanks', 'doll', 'face', 'blowing', 'kiss', 'expressionless', 'face']",negative
"['line', '100', 'people', 'ebook', 'mia', 'virtual', 'hold', 'ebook', 'line', 'hang', 'call', 'back']",negative
"['found', 'flight', 'tomorrow', 'cancelled', 'lighted', 'amp', 'got', 'queue', 'rollback', '35', 'hour', 'agostill', 'nothing', 'get', 'revoked']",negative
"['looking', 'status', 'flight', '1388', 'schedule', '515', 'tomorrow', 'morning', 'thank']",neutral
"['thanks', 'canned', 'response', 'make', 'look', 'like', 'care', 'customer', 'sure', 'twitter', 'user', 'fall']",negative
"['yes', 'able', 'get', 'push', 'notification', 'via', 'app', 'im', 'logged', 'trip', 'smalltext', '2010', 'sad', 'relieved', 'face']",negative
"['hatchet', 'airway']",negative
"['check', 'reservation', 'joe', 'watson', 'else', 'jennings', 'hold', '2', 'hour', 'waiting', 'call', 'back', 'eta']",negative
"['new', 'worse', 'taking', 'americanairlines', 'nocustomerservice', 'fail']",negative
"['flight', 'tomorrow', 'slc', 'dfw', 'aa304', 'cancelled', 'lighted', 'help', 'get']",negative
"['odds', 'bag', 'picked', 'someone', 'another', 'country', 'say', 'located', 'yet']",negative
"['better', 'right', 'thing', 'take', 'care', 'el', 'losing', 'business']",negative
"['waiting', 'call', 'back', 'two', 'hour', 'jan', 'die', 'tomorrow', '6am', 'cancelled', 'lighted', 'option']",negative
"['already', 'landed', 'still', 'care', '1891', 'thanks', 'help', 'though', 'k', 'ow', 'caused', 'failure']",neutral
"['one', 'staff', 'desk', 'quoting', 'hr']",negative
['anything'],neutral
"['even', 'worse', 'time', 'responded', 'tweet', 'took', 'two', 'flight', 'five', 'hour', 'quickest', 'response']",negative
"['top', 'online', 'record', 'unavailable', 'well', 'could', 'get', 'anyone', 'phone']",negative
"['boyfriend', 'pick', 'call', 'cancelled', 'flightedflight', 'nocustomerservice', 'americanairlines', 'fail']",negative
"['hey', 'aa', 'suggestion', 'note', 'seat', 'map', 'seat', 'electronics', 'box', 'blocking', 'bedroom', 'aa215']",negative
"['still', 'selling', 'ticket', 'revoked', 'people', 'arrive', 'destination', 'time']",negative
"['really', 'need', 'anything', 'saw', 'mention', 'often', 'negative', 'keep', 'good', 'work', 'gratitude', 'united', 'state', 'airplane']",positive
"['americanview', 'sweet', 'home', 'chicago']",positive
"['ltaljx', 'washington', 'dc', 'oma', 'morning', 'staff', 'helped', 'fix', 'problem', 'helpful', 'goodthingscome', 'thanks']",positive
"['oh', 'ship', '40', 'minute', 'wait', 'first', '3', 'hour', 'barrier', 'unbelievable']",negative
"['wow', 'still', 'screw', 'n', 'stuff']",negative
"['checked', 'app', 'said', 'flight', 'moved', 'back', 'day', 'explanation', 'answer', '800', 'number']",negative
"['employee', 'racist']",negative
"['pathetic', 'customer', 'service', 'bag', 'tag', 'barcode', 'computer', 'response', 'yet', 'located']",negative
"['hope', 'take', '6', 'hour', 'get', 'home', 'take', '20', 'flight', 'cancelled', 'lighted', 'couldnt', 'staff', 'plane']",negative
"['yet', 'next', 'terminal', 'customer', 'service', 'area']",negative
"['get', 'betterother', 'passenger', 'revoked', 'direct', 'airline', 'whereisthelove', 'whybeaaff']",negative
"['need', 'speak', 'real', 'person', 'flight', 'cancelled', 'lighted', 'explanation', 'hold', '3', 'hour']",negative
"['let', 'seriously', 'unhappycustomer']",negative
"['ever', 'think', 'prepared', 'bringing', 'people', 'anyone', 'business', 'sense', 'aa']",negative
"['wait', '2', 'hour', 'talk', 'someone', 'changed', 'flight']",negative
"['due', 'gate', 'agent', 'missed', 'connecting', 'flight', 'mexico', 'cityst', 'happy', 'customer', 'aa', 'let', 'u', 'correct']",negative
['twitter'],neutral
"['point', 'need', 'tell', 'passenger', 'going', 'jfk', 'waiting', 'get', 'flight', 'mess']",negative
"['rude', 'agent', 'would', 'listen', 'anything', 'would', 'say', 'clearly', 'fit', 'size']",negative
"['seriously', 'want', 'wait', '24', 'hour', 'flight', 'prepare', 'family', 'funeral']",negative
"['gate', 'agent', 'dfw', 'gate', 'b16', 'pathetic', 'tonight', 'terrible', 'communication', 'story', 'changing', 'pathetic']",negative
"['worried', 'bag', 'went', 'san', 'washington', 'dc', '24', 'hour', 'reunion', 'organized', 'breeze']",negative
"['yea', 'worry', 'going', 'home', 'denver', 'fault', 'weather', 'suck', 'bad']",neutral
"['trying', 'use', 'voucher', 'book', 'flight', 'last', '2days', 'line', 'busy', 'else', 'help', 'metre', 'flight', 'may', 'go']",negative
"['yes', 'thanks', 'checking', 'cramped', 'got', 'amp', 'made', 'safely', 'flying', 'back', 'tomorrow', '1pm']",positive
"['worst', 'airline', 'ever', 'travel', 'worst', 'equivalent', 'dirt']",negative
"['great', 'flight', 'experience', 'sfojfk', 'dare', 'say', 'consistent', 'high', 'quality', 'legacy', 'airline', 'keep', 'guy']",positive
"['pretty', 'bad', 'dfw', 'update', 'two', 'flight', 'behind', 'door', 'open', 'breeze', 'america', 'airline', 'worker']",negative
"['great', 'thank']",positive
"['yes', 'auto', 'ebook', 'confirmed', 'outbound', 'departs', 'return', 'flight', 'fire', 'software', 'programmer']",negative
"['getting', 'call', '18004337300', 'call', 'seem', 'drop', 'instantly', 'alternate', 'avenue', 'reached', 'support']",negative
"['supposed', 'arrive', 'destination', 'tonight', 'american', 'ebooks', 'wednesday', 'staying']",negative
"['food', '4', 'hour', 'flight', '528', 'columbus', 'phoenix', 'starving', 'pissed', 'can', 'not', 'eat', 'go', 'go']",negative
"['al', 'pathway', 'pacific', 'can', 'not', 'online']",negative
"['status', 'flight', '1675', 'tomorrow']",neutral
"['4828', 'missed', 'one', 'gate', 'marshall', 'u', 'rent', 'car', 'amp', 'drive', '5', 'hr', 'thanks']",negative
"['pilot', 'told', 'u', 'would', 'release', 'bag', 'well', 'offer', 'hotel', 'voucher', 'neither', 'happened']",negative
"['understanding', 'able', 'many', 'flight', 'chose', 'one']",negative
"['hey', 'disappointed', 'time', 'traveling', 'worst', 'experience', 'time', 'flight', 'delayed']",negative
"['37', 'minute']",negative
"['trouble', 'getting', 'revoked']",negative
"['understand', 'feeling', 'crank', 'called', 'aa', 'bag', 'tracker', 'number', 'heard', 'bag', 'located', 'weary', 'face']",negative
"['aa45', 'jfk', 'la']",negative
"['willing', 'hold', 'agent', 'helpful', 'keep', 'hanging', 'americanairsucks', 'hiremorepoeple']",negative
"['trying', 'speak', 'agent', 'whole', 'day', 'cancelled', 'lighted', 'flight']",negative
"['need', 'go', 'frm', 'pa', 'mi', 'tmr', 'amp', 'connection', 'thru', 'dfw', 'cancelled', 'lighted', 'connect', 'thru', 'diff', 'city', 'hold', '2', 'hr']",negative
"['hint', 'get', 'stay', 'connected', 'rearrange', 'weather', 'relate', 'flight', 'cancelled', 'flight', 'hour', 'nothing']",negative
"['gate', 'agent', '30', 'minute', 'let', 'u', 'plane', 'www', 'ground', 'crew', 'hope', 'ready', 'cover', 'delay']",negative
"['can', 'not', 'even', 'get', 'someone', 'phone', 'great', 'story', 'medium']",negative
"['jason', 'end', 'missing', 'connection', 'please', 'see', 'dfw', 'agent', 'assistance', 'note', 'taken', 'yet', 'still']",negative
"['finally', 'made', 'chicago', '13', 'hour', 'late', 'flight', 'get', '12', 'food', 'voucher', 'waitabout', '1per', 'never', 'good', 'bye']",negative
"['instead', 'putting', 'burden', 'customer', 'right', 'thing', 'get', 'gate', 'agent']",negative
"['guy', '5350', 'dfw', 'stuck', 'gate', 'half', 'hour', 'pull', 'slide']",negative
"['please', 'ky', 'sitting', 'plane', 'hour', 'want', 'leave']",negative
"['were', 'today', 'courtesy', 'allow', 'passenger', 'oxygen', 'tank', 'sit', 'bad', 'business']",negative
"['cancelled', 'lighted', 'flight', 'first', 'priority', 'ticket', 'bumped', 'losing', 'customer', 'people', 'furious']",negative
"['finally', 'got', 'someone', 'phone', 'worry']",negative
"['say', 'going', 'help', 'u', 'give', 'number', 'call', 'recording', 'w', '2', 'hour', 'wait', 'time']",negative
"['ok', 'pilot', 'looking', 'agent', 'jumped', 'flt', '5350', 'dfw', 'crazy']",negative
"['trying', 'book', 'past', 'need', '2', 'arrive', 'still', 'selling', 'seat', 'day', 'trying', '2', 'travel']",negative
"['get', 'bag', 'u', 'said', 'would', 'go', 'cincinnati', 'even', 'though', 'cant', 'exactly']",negative
"['really', 'ashamed', 'entire', 'business', 'class', 'cabin', 'empty', 'almost', 'first', 'class']",negative
"['could', 'get', 'u', 'flight', '30', 'minute', 'funeral', 'start', 'stranded', 'dallas', 'wo', 'luggage', '2', 'day']",negative
"['cancelled', 'lighted', '7', 'flight', 'tomorrow', 'informing', 'today', 'booked', 'one', '2', 'day', 'customer', 'service']",negative
"['thanks', 'note', 'flight', 'cancelled', 'lighted', 'aircraftrunways', 'working', 'dfw', 'todaytomorrow']",negative
"['knew', 'going', 'leave', '6', 'hour', 'waiting', 'hurry']",negative
"['tried', 'headed', 'funeral', 'cincinnati', 'people', 'even', 'tell', 'u', 'could', 'get', 'standby']",negative
"['even', 'give', 'option', 'hold', 'say', 'line', 'busy', 'please', 'try', 'late', 'flight']",negative
"['writing', 'detailed', 'letter', 'experience', 'today', 'never', 'experienced', 'awful', 'c', 'ever']",negative
"['delay', 'nothing', 'personnel', 'combative', 'point', 'saying', 'whats', 'jury', 'plane', 'leaving']",negative
"['delta', 'rerouted', '6', 'bag', 'onto', 'aa977', 'incur', 'see', 'made', 'onto', 'flight']",negative
"['would', 'nice', 'agent', 'least', 'courteous', 'since', 'delay', 'aa', 'fault']",negative
"['logo', 'look', 'like', '3d', 'glass']",neutral
"['private', 'msg', 'provide', 'detail', 'really', 'need', 'customer', 'svc', 'training', 'staff']",negative
"['let', 'flt', '2350', 'know', 'coming', 'gate', 'crew', 'yet', 'arrive', 'let', 'u', 'flt', '5350', 'dfw']",negative
"['guy', 'really', 'improve', 'service', 'experience', 'site', 'personnel', 'one', 'worst', 'experience']",negative
"['killing', '3', 'hour', 'get', 'human', 'help']",negative
"['1', 'ticket', 'agent', 'servicing', 'least', '60', 'people', 'line', 'waiting', 'hour', 'half', 'phone', 'hang', 'people']",negative
"['yeah', 'revoked', 'tomorrow', 'morning', 'extremely', 'disappointed', 'miss', 'wedding']",negative
"['americanview', 'new', 'paint', 'scheme', 'look', 'great', 'airway']",positive
"['thanks', 'call', 'cancelled', 'lighted', 'flight', 'flight', 'booking', 'problem', 'tie', 'good', 'weather', 'caused', '2', 'leave', 'early']",negative
"['plane', 'jfkgtsfo', 'sitting', '15', 'hour', 'waiting', 'push', 'crew', 'acceptable']",negative
"['waiting', 'pick', 'coming', '3', 'hour']",negative
"['hey', 'flight', '5350', 'dfw', 'stuck', 'gate', 'gate', 'agent', 'plane', 'full', 'people', 'missing', 'connection']",negative
"['driving', 'across', 'dfw', '90mins', 'half', 'fucking', 'way', 'texarkana', 'shouldhavedriven']",negative
"['tell', 'flight', 'na', '2', 'dfw', 'cancelled', 'lighted', 'tomorrow', 'morning', 'already']",negative
"['thank', 'update']",positive
"['pathetic', 'service']",negative
"['dallasfort', 'worth', 'flight', 'number', '5320']",neutral
"['oh', 'get', 'better', 'apparently', 'making', 'u', 'wait', 'gate', 'psych', 'need', 'device', 'coming', 'gate']",negative
"['could', 'get', 'gate', 'crew', 'help', 'u', 'flt', '5350', 'would', 'great']",neutral
"['situation', 'jfk', 'evening', 'going', 'get', 'better', 'worse', 'cancelled', 'flight', 'flight', 'like', 'yesterday', '8h', 'delayed']",negative
"['ya', 'sitting', 'plane']",negative
"['know', 'can', 'not', 'control', 'weather', 'control', 'treat', 'customersshafted']",negative
"['tried', 'talk', 'someone', 'almost', '6', 'hr', 'cancelled', 'lighted', 'flight', 'pick', 'phone', 'pathetic', 'amp', 'sad']",negative
"['yes', 'next', 'flight']",neutral
"['several', 'hr', 'late', 'flight', '140', 'character', 'cheer', 'though']",negative
"['wife', 'flight', 'cancelled', 'lighted', 'told', 'call', 'one', 'answer', 'book', 'flight', 'help', 'u', 'please']",negative
"['way', 'happy', 'find', 'acceptable', 'could', 'speak', 'human', 'maybe', 'would', 'happen']",negative
"['hi', 'flight', 'dfw', '2463', 'cancelled', 'lighted', 'tonight', 'called', 'left', 'number', 'call', 'back', '3hrs', 'please', 'help']",negative
"['hi', 'name', 'email', 'advantage', 'website', 'let', 'reset', 'password', 'troubleshoot', 'together', 'thanks']",neutral
"['still', 'looking', 'speak']",neutral
"['aa1401', 'landed', '855pm', 'miami', 'waiting', 'gate', 'someone', 'team', 'help', 'u']",negative
"['bag', 'baggage', 'claim', 'c25', 'c26', 'flt', '959', 'see', 'plane', 'take', '25', 'min']",negative
"['one', 'call', 'centre', 'know', 'busy', 'right', 'really', 'need', 'speak', 'agent', 'computer']",negative
"['guy', 'fail', 'need', 'use', 'voucher', 'ticket', 'can', 'not', 'online', 'yourphonesystemsucks']",negative
"['shootout', 'ground', 'crew', 'working', 'cold', 'thanks', 'all', 'amp', 'social', 'medium', 'team', 'customer', 'service']",positive
"['fortunately', 'flight', 'waiting', 'area', 'impressed', 'w', 'handled', 'stressful', 'situation']",positive
"['hold', '4', 'hr', 'cancelled', 'lighted', 'flt', '2222', 'phldfw', 'need', 'assistance']",negative
"['thanks', 'marie', 'flight', 'booking', 'problem', 'friend', 'call', 'bound', 'thanks', 'sweet', 'angel', 'blessed']",positive
"['flight', 'buffalo', 'well', 'flight', 'cancelled', 'lighted']",negative
"['cancelled', 'lighted', 'flight', 'buffalo', 'weather', 'lied', 'u', 'said', 'airline', 'cancelled', 'lighted']",negative
"['know', 'could', 'use', 'flight', 'canada', 'time', 'figured', 'late', 'flight', 'check', 'bag']",neutral
"['dropping', 'ball', 'catering', 'plane', 'switch', 'gate', 'attendant', '2', 'hour', 'late', 'flight', 'really', 'nice']",negative
"['apollo', 'garcia']",neutral
"['friend', 'need', 'help', 'flt', 'shes', 'twitter', 'dm', 'info']",neutral
"['flight', 'cp', 'jfk', 'delayed', 'cancelled', 'lighted']",negative
"['hat', 'admiral', 'lounge', 'attendant', 'yy', 'terminal', '3', 'gave', 'banana', 'toddler', 'none', 'avail', 'elsewhere']",positive
"['well', 'drop', 'luggage', '24', 'hour', 'flight', 'ridiculous']",negative
"['thanks', 'summer', 'poor', 'planning', 'part', 'assume', 'card', 'passbook', 'work', 'either']",neutral
"['timely', 'bag', 'missed', 'flight', 'people', 'need', 'indie', 'next', 'morning']",negative
"['tried', 'book', 'u', 'another', 'airline', 'wish', 'flown', 'stuck', 'fl', 'til', 'wed']",positive
"['true', 'americanview', 'national', 'mall']",neutral
"['seriously', 'hate', 'since', 'can', 'not', 'accommodate', 'due', 'incremental', 'weather', 'disruption', 'lol', 'funny']",negative
"['got', 'ta', 'worse', 'w', 'time', 'departure', 'rushed', 'back', 'terminal', 'c', '825', 'flight', 'state', 'boarding']",negative
"['know', 'getting', 'plummeted', 'tonight', 'one', 'lucky', 'one']",neutral
"['gold', 'status']",neutral
"['car', 'ng', 'dfw', 'pulled', '1hr', 'ago', 'icy', 'road', 'hold', 'aa', 'since', '1hr', 'can', 'not', 'reach', 'art', 'aa2450', 'wat', '2']",negative
"['told', '7pm', 'bag', 'would', '1000', 'house', '9pm', 'well', 'continue', 'lied']",negative
"['answer', 'reservation', 'line', 'nice', 'service', 'may', 'stuck']",negative
"['agent', 'voice', 'activated', 'system', 'working', 'right', 'email', 'cancelled', 'flightlation', 'lot', 'problem']",negative
"['flt', '2222', 'tomorrow', 'moved', '750', 'need', 'moved', 'tuesday', 'road', 'better', 'flight', '750', 'thanks']",negative
"['1058', 'tmr', 'can', 'dfw', 'final', 'dest', 'ord', 'seeing', 'freezing', 'rain', 'dfw', 'morning', 'change', 'connection']",neutral
"['valid', 'circle', 'pacific', 'itinerary', 'booked', 'either', 'always', 'make', 'u', 'dest', 'invalid', '4', 'last', 'leg']",negative
"['trying', 'add', 'tsa', 'pre', 'check', 'number', 'reservation', 'online', 'see', 'option', 'nosecuritylines']",negative
"['poorest', 'trained', 'employee', 'desk', 'even', 'started', 'discus', 'lostluggage', 'yet']",negative
"['none', 'sample', 'itinerary', 'actually', 'booked', 'every', 'last', 'leg', 'back', 'u', 'say', 'invalid']",negative
"['booked', 'tuesday', 'night', '60', 'degree', 'alabama', 'right', 'good', 'stay', 'warm', 'safe']",positive
"['plot', 'chicken', 'plane', 'ground', 'crew', 'get', 'u', 'gate', 'apparently', 'weather', 'large', 'number']",negative
"['happened', 'get', 'notification', 'departure', 'cancelled', 'flightation', 'tomorrow', 'take', '2', 'hr', 'talk', 'someone']",negative
"['set', 'schedule', 'try', 'keep', 'aaalwayslate', 'flight']",neutral
"['surprise', 'ba', 'registered', 'system', 'getting', 'hopeful', 'brown', 'sad', 'angry', 'posting', 'let', 'step', 'okay']",negative
"['unfortunately', 'true', 'robot', 'apologizes', 'hang', 'get', 'help']",negative
"['thanks', 'reply', 'functioning', 'plane', 'four', 'hour', 'ago', 'way', 'staff', 'friendly', 'tho']",positive
"['thank', 'sending', 'detail', 'pretty', 'handy', 'sandy', 'info', 'lookforwardtoflywithaa']",positive
"['aa223', 'ignored']",negative
"['fyi', 'twice', 'tried', 'well', 'call', 'someone', 'free', 'thing', 'time', 'called', 'picked', 'hung']",negative
"['number', 'called', 'would', 'let', 'speak', 'agent', 'issue', 'weather', 'today']",negative
